ID,Technique,Description,Tags,Fields,Program,Abstract,Bloc,Relacionades
metac_065,"M'agrada, no m'agrada","Aquesta tècnica permet el coneixement del grup.

Traçar una línia imaginària a la classe i sol·licitar als participants que es posin drets a un dels costats de la mateixa (suposem, a l'esquerra). Qui coordini demanarà als que els agradi alguna cosa (per exemple, ballar) que es posin a l'altre costat. Haurà d'anar dient coses que els poden agradar o no (algunes a la majoria i altres a uns pocs), per exemple si els agrada cantar, anar al dentista, etc.

D'aquesta forma hi haurà vegades que uns estaran amb la majoria del grup, però altres vegades no.

Un cop realitzat, convidarà els participants que acordin amb aquell que també passin cap a aquest costat, i oferirà la possibilitat d'acostar-se a la línia, però sense creuar-la, als que acordin en part.

Després compartim i posem en
comú la dinàmica:

- Com em sento manifestant els meus sentiments?
- A vegades podem veure que altres persones se senten com nosaltres?
- Com ens fa sentir quan veiem que altres persones senten el mateix?

Fonts: 

- Dipsalut. (2016). Dinàmiques curtes de cohesió de grup i acceptació.
- Dinámicas grupales. (2021). Dinámica Me Gusta y No Me Gusta.

## Exemple

En una sessió de tutoria, el professor traça una línia imaginària a l’aula. Diu frases com: “M’agrada treballar en grup”, “M’agrada parlar en públic”, “Em costa demanar ajuda”, “M’agraden les activitats creatives” o “Prefereixo tasques amb instruccions molt clares”.

L’alumnat es desplaça a un costat o a l’altre segons hi estigui d’acord o no; els qui hi estan a mitges es queden a prop de la línia. Després, el grup comenta què ha descobert: algunes persones comparteixen preferències inesperades i altres veuen que no són les úniques amb determinades dificultats. La dinàmica ajuda a conèixer el grup i a normalitzar diferències.","cohesió de grup, expressió personal, empatia, participació","Cohesió i Cooperació, Comunicació i Creativitat",,"Dinàmica en què l'alumnat es posiciona físicament segons gustos, preferències o opinions. Serveix per afavorir el coneixement mutu, expressar afinitats, acceptar diferències i reforçar la cohesió del grup.",Organització de l’aprenentatge cooperatiu,metac_089; metac_002; metac_052
metac_066,Minute Paper (Paper d'un minut),"## Descripció
Tècnica d'avaluació formativa molt breu que permet recollir informació ràpida sobre allò que l'alumnat ha comprès i sobre els dubtes que manté. Es pot utilitzar al final d'una explicació, d'una activitat o d'una sessió.

## Funcionament
1. El professor reserva un o dos minuts al final de la classe.
2. Els alumnes responen per escrit una o dues preguntes.
3. El professor revisa les respostes per ajustar la sessió següent.
4. Si convé, es comenten algunes respostes de forma anònima.

## Preguntes possibles
- Quina idea important has après avui?
- Quin punt t'ha quedat menys clar?
- Quin exemple podries posar del que s'ha treballat?
- Quina pregunta faries per comprovar si algú ho ha entès?

## Exemple
Després de treballar la mitosi, els alumnes escriuen en una targeta la diferència més important entre mitosi i meiosi i un dubte que encara tinguin.","avaluació formativa, dubtes, síntesi, feedback, metacognició","Avaluació Formativa i Feedback, Pensament Crític i Metacognició",Tiquets de sortida|https://jjdeharo.github.io/directo/ticket.html,"Tècnica breu d'avaluació formativa en què l'alumnat respon una o dues preguntes al final d'una activitat. Serveix per detectar comprensió, recollir dubtes i ajustar la sessió següent.",Metodologies actives,metac_096; metac_067; metac_037
metac_067,Muddiest Point (El punt més confús),"## Descripció
Tècnica d'avaluació formativa centrada a identificar l'aspecte que ha resultat més difícil o confús per a l'alumnat. És útil per ajustar explicacions, preparar activitats de reforç o detectar errors conceptuals.

## Funcionament
1. Al final d'una explicació o activitat, el professor pregunta: **què ha estat el més confús del que hem treballat avui?**
2. Cada alumne respon de forma breu i concreta.
3. El professor agrupa els dubtes per temes o tipus de dificultat.
4. A la sessió següent s'aclareixen els punts més repetits.

## Objectius
- Fer visibles les dificultats reals de l'alumnat.
- Afavorir l'autoregulació de l'aprenentatge.
- Ajustar l'ensenyament a partir d'evidències ràpides.

## Exemple
Després d'explicar les funcions exponencials, diversos alumnes indiquen que el punt més confús ha estat interpretar el significat de la base. El professor prepara una activitat curta amb gràfiques comparades.","dubtes, dificultats, avaluació formativa, feedback, comprensió","Avaluació Formativa i Feedback, Pensament Crític i Metacognició",Tiquets de sortida|https://jjdeharo.github.io/directo/ticket.html,"Tècnica d'avaluació formativa centrada a identificar el punt més confús d'una explicació o activitat. Serveix per fer visibles dificultats, preparar aclariments i ajustar l'ensenyament a necessitats reals.",Metodologies actives,metac_066; metac_036; metac_037
metac_068,Nombres iguals junts (Caps junts numerats),"MIDA DE L'EQUIP: Equips base.

OBJECTIUS: Activar coneixements previs, respondre preguntes, activitats i problemes, promoure l'ajuda i el suport entre alumnes, repassar allò que aprèn, compartir i consensuar opinions i avaluar els aprenentatges.

PASSOS: 

1. El mestre/a assigna una tasca als equips i els seus membres decideixen com han de resoldre-la, la fan i s'asseguren que tothom sap fer-la.
1. Transcorregut el temps previst, el mestre/a escull a l'atzar un número de l'1 al 4. Els/les que tinguin aquest número a cada equip han de sortir davant dels altres a fer la tasca.
1. Els/les que la saben fer reben algun tipus de recompensa (elogi, aplaudiment, punt per al seu equip...).

OBSERVACIONS I CONSELLS PRÀCTICS:

La tasca es pot fer de forma oral o per escrit. A diferència de l'estructura “el número” en aquesta tots els equips tenen l'oportunitat d'obtenir una recompensa.

Font Pérez, M. (2015). Dinámicas cooperativas.

---

**Explicació de la tècnica:**



## Exemple

En matemàtiques, el professor entrega a cada equip quatre exercicis de proporcionalitat. Cada alumne té un número de l’1 al 4. L’equip resol els exercicis i s’assegura que tothom entén el procediment: identificar magnituds, comprovar si la relació és directa o inversa i justificar el càlcul.

Quan s’acaba el temps, el professor diu un número a l’atzar, per exemple el 3. Tots els alumnes amb aquest número surten o responen en nom del seu equip. Com que no saben qui serà escollit, l’equip ha d’ajudar tots els seus membres a comprendre la tasca, no només a obtenir una resposta ràpida.

","responsabilitat individual, cooperació, avaluació formativa, repàs, participació","Activació de coneixements previs, Resolució de problemes i Reptes, Avaluació Formativa i Feedback, Cohesió i Cooperació",,"Estructura cooperativa en què tots els membres preparen una tasca i un és triat a l'atzar per respondre. Serveix per reforçar la responsabilitat individual, l'ajuda mútua, el repàs i l'avaluació formativa.",Organització de l’aprenentatge cooperatiu,metac_098; metac_056; metac_092
metac_069,"Paraula, idea, frase","Una rutina cooperativa per capturar l'essència i explorar el significat d'un text des d'una gran varietat de punts de vista.

## Finalitat: Quin tipus de pensament fomenta aquesta rutina?
Aquesta rutina s'utilitza per capturar l'essència d'una lectura i també per identificar temes.

## Aplicació: On i quan podem fer servir aquesta rutina?
S'utilitza millor amb textos curts, com ara un capítol o article. El potencial d'aquesta rutina rau en la justificació, per escrit o en debat, dels aspectes destacats. A través del debat o posada en comú posterior, sigui en petits grups o com a classe, els alumnes començaran a identificar els temes, les implicacions i les prediccions que porten a una comprensió més profunda del text.

## Mètode: Com podem utilitzar aquesta rutina?
Se'ls donen als alumnes les següents instruccions:

1. Individualment, repassa el text que has llegit i selecciona.
 (5 minuts):
   1. Una paraula que us hagi captat l'atenció.
   1. Una idea (pot ser una combinació de paraules) que us hagi provocat, compromès, que sigui significativa per a tu.
   1. Una frase que us hagi ajudat a entendre el text.

1. En grup, comparteix la paraula, la idea i la frase que has escrit i explica per què l'has triada. Un membre del grup escriu el que els altres van dient.
(10 minuts).

1. Mira les respostes del grup. Considera: 
(15 minuts)
   1. Quins temes hi ha en comú?
   1. A partir de les respostes del grup, quines implicacions, interpretacions o prediccions en podeu treure del text?
   1. Quins aspectes del text s'han oblidat en la discussió del grup? Què us porta a pensar això?

1. Cada membre del grup reflexiona breument sobre la seva nova comprensió i com la rutina hi ha contribuït.
(5 minuts).





| ***PARAULA*** | ***IDEA*** | ***FRASE*** |
|*Quina paraula t'ha captat l'atenció?* |*Quina idea és significativa per a tu?* |*Quin flaix t'ha ajudat a entendre millor l'exposició / text?* |
---
***TEMES**:

Quins temes hi ha en comú? 



*

---
***IMPLICACIONS**:
 Quines implicacions, interpretacions o prediccions podeu treure del text? 



*

---
***ASPECTES OBLIDATS**: 
Quins aspectes del text s'han oblidat en la discussió del grup? Què us porta a pensar això? * 





---

## Exemple

Després de llegir un article breu sobre l’ús de la intel·ligència artificial en educació, cada alumne selecciona una paraula, una idea i una frase. Una paraula podria ser “personalització”; una idea, “la IA pot ajudar a adaptar activitats, però no substitueix el criteri docent”; i una frase, “la tecnologia amplia possibilitats quan s’integra amb intenció pedagògica”.

En petits grups, comparteixen les seves eleccions i justifiquen per què les han triat. Després busquen temes comuns, com autonomia, avaluació, ajuda personalitzada o riscos de dependència. La rutina permet passar d’una lectura individual a una comprensió compartida del text.

","lectura, síntesi, interpretació, discussió, reflexió","Rutines de pensament, Processament i Anàlisi de la informació, Pensament Crític i Metacognició, Avaluació Formativa i Feedback, Cohesió i Cooperació, Comunicació i Creativitat",Núvol de paraules|https://jjdeharo.github.io/directo/nube.html,"Rutina en què l'alumnat selecciona una paraula, una idea i una frase significatives d'un text. Serveix per captar l'essència, compartir interpretacions, detectar temes comuns i millorar la comprensió lectora.",Metodologies actives,metac_057; metac_097; metac_004
metac_070,Parada de tres minuts," Equips base.

OBJECTIUS: Detectar comprensió sobre el que s'ha treballat, compartir i consensuar opinions, elaborar síntesi.

PASSOS: 

1. Quan el professor està realitzant una explicació a tot el grup, de tant en tant fa una parada de 3 minuts perquè cada equip de base pensi i reflexioni sobre el que els ha explicat fins llavors, i elaborin tres preguntes, que hauran de plantejar després, sobre el tema en qüestió. 
1. Passats els 3 minuts cada equip planteja una de les tres preguntes pensades (una per equip en cada volta). Si la pregunta és semblant o igual a una altra ja plantejada, se la salten.
1. Un cop plantejades totes les preguntes el professor prossegueix l'explicació fins a nova parada.
OBSERVACIONS I CONSELLS PRÀCTICS:
Es pot fer de forma oral o per escrit.
És molt útil per detectar el que els alumnes han anat assimilant sobre el que nosaltres hem anat explicant. Ens dona un *feedback* molt interessant a nosaltres com a docents, alhora que ens permet detectar els errors cognitius subjacents en els diferents grups.
Es pot canviar l'elaboració de les tres preguntes per l'escriptura de tres oracions que reflecteixin el més important del que s'ha explicat amb anterioritat.
Podem combinar aquesta estructura amb l'estructura 1 - 2- 4, de manera que ens garantim la participació igualitària de tots els membres de l'equip base.
La resolució de la tasca per part dels equips pot anar acompanyada d'una recompensa del grup i del professor, en forma d'elogi, bona nota, etc.

Font: Pérez, M. (2015). Dinámicas cooperativas.

## Exemple

Durant una explicació sobre la respiració cel·lular, el professor s’atura després d’explicar la glucosa, l’oxigen i la producció d’energia. Cada equip disposa de tres minuts per formular tres preguntes. Un equip escriu: “Per què es necessita oxigen?”, “Quina diferència hi ha entre respiració cel·lular i respiració pulmonar?” i “On passa aquest procés?”.

Després, cada equip planteja una pregunta. El professor detecta que diversos dubtes se centren a confondre intercanvi de gasos amb respiració cel·lular, així que aclareix aquesta diferència abans de continuar. La pausa permet ajustar l’explicació mentre l’aprenentatge encara està en procés.


","preguntes, comprensió, avaluació formativa, síntesi, feedback","Avaluació Formativa i Feedback, Processament i Anàlisi de la informació",,"Estructura en què el professor interromp l'explicació perquè els equips formulin preguntes o síntesis. Serveix per comprovar comprensió, activar la reflexió i ajustar l'ensenyament durant la sessió.",Organització de l’aprenentatge cooperatiu,metac_018; metac_039; metac_066
metac_071,Parelles de detectius,"1. Quan inicieu una unitat didàctica, plantegeu una pregunta o qüestió complexa, que desperti l'interès i la curiositat dels alumnes sobre el tema a tractar.

1. Els alumnes reflexionen sobre la qüestió i intenten establir dues vies diferents de donar-hi resposta.

1. Els alumnes es reuneixen en parelles per contrastar-ne les hipòtesis. L'alumne A pregunta al company: quines són les teves hipòtesis? A apunta les propostes. S'inverteixen els rols. En aquesta fase, no està permès fer correccions ni debatre. Es tracta d'estimular l'especulació.

1. Les parelles en discuteixen les hipòtesis i en consensuen una.

1. El professor fa una posada en comú en gran grup. En aquesta fase ha de:

   1. Evitar els comentaris i acceptar totes les hipòtesis.

   1. Anotar les propostes a la pissarra.

   1. Crear un clima de curiositat i suspens.

1. El professor, amb l'ajuda de la classe, valora les diferents hipòtesis i tria totes aquelles que serveixen per resoldre el problema. A continuació:

   1. valora la capacitat dels alumnes per generar vies de solució, per sobre de la correcció; i

   1. fa adonar els alumnes que es poden articular formes diferents per resoldre un problema.

1. Finalment, el docent comença a explicar la unitat didàctica partint de la pregunta plantejada i de les solucions triades.

Font: CRA Los Olivos. (2017). Técnicas de aprendizaje cooperativo","hipòtesis, coneixements previs, parelles, resolució de problemes, curiositat","Construcció de coneixement, Resolució de problemes i Reptes, Avaluació Formativa i Feedback, Cohesió i Cooperació, Comunicació i Creativitat",,"Tècnica en què l'alumnat formula hipòtesis inicials davant una pregunta complexa i les contrasta en parelles. Serveix per despertar curiositat, activar coneixements previs i mostrar que un problema pot admetre vies diferents.",Organització de l’aprenentatge cooperatiu,metac_045; metac_095; metac_008
metac_072,Parelles de discussió,"Objectius:

- Activar coneixements previs.
- Generar diverses respostes.
- Fomentar el diàleg, la controvèrsia i el consens.


Desenvolupament

1. El professor planteja una sèrie de preguntes que es respondran al llarg de la sessió.
1. Els alumnes s'agrupen en parelles.
1. El professor demana a l'atzar algunes respostes de les parelles.

Font: CRA Los Olivos. (2017). Técnicas de aprendizaje cooperativo.

## Exemple

En una classe d’educació digital, el professor planteja diverses preguntes sobre l’ús de les xarxes socials: “Quins avantatges té compartir continguts en línia?”, “Quins riscos pot tenir publicar informació personal?” i “Quines normes bàsiques hauríem de seguir per comunicar-nos amb respecte?”.

Cada parella comenta les preguntes durant uns minuts i anota dues idees consensuades. Després, el professor demana a l’atzar la resposta d’algunes parelles i construeix a la pissarra una llista comuna de recomanacions. La tècnica permet activar experiències prèvies i convertir-les en criteris compartits d’ús responsable.

","coneixements previs, parelles, diàleg, consens, participació","Activació de coneixements previs, Cohesió i Cooperació, Comunicació i Creativitat",,"Tècnica en què l'alumnat respon preguntes per parelles durant una sessió. Serveix per activar coneixements previs, fomentar diàleg, generar respostes diverses i afavorir la participació abans de la posada en comú.",Organització de l’aprenentatge cooperatiu,metac_025; metac_095; metac_084
metac_073,Peer Instruction (Instrucció entre iguals),"## Descripció
Tècnica desenvolupada per Eric Mazur en què l'alumnat respon primer de forma individual a una pregunta conceptual i després discuteix la resposta amb els seus companys. És especialment adequada per detectar idees errònies i millorar la comprensió de conceptes difícils.

## Funcionament
1. El professor planteja una pregunta conceptual amb diverses opcions de resposta.
2. Cada alumne respon de forma individual.
3. Si hi ha diversitat de respostes, els alumnes discuteixen en parelles o petits grups.
4. Es torna a respondre la mateixa pregunta.
5. El professor comenta els resultats i aclareix els conceptes necessaris.

## Objectius
- Detectar concepcions alternatives.
- Promoure l'argumentació basada en raons.
- Millorar la comprensió conceptual mitjançant l'explicació entre iguals.

## Exemple
En matemàtiques, el professor planteja una pregunta sobre probabilitat condicionada amb quatre opcions. Després de la primera resposta individual, els alumnes comparen arguments amb un company i tornen a votar abans de comentar la solució.","preguntes conceptuals, discussió, comprensió, feedback, ensenyament entre iguals","Avaluació Formativa i Feedback, Pensament Crític i Metacognició, Processament i Anàlisi de la informació",Votació simple|https://jjdeharo.github.io/directo/vota.html,"Tècnica en què l'alumnat respon individualment a una pregunta conceptual i després discuteix amb els iguals. Serveix per detectar idees errònies, millorar la comprensió i reforçar l'argumentació entre companys.",Organització de l’aprenentatge cooperatiu,metac_095; metac_068; metac_096
metac_074,Pensava... ara penso,"Aquesta rutina és especialment útil perquè l’alumnat reflexioni sobre el que ha après i prengui consciència del seu propi aprenentatge a través dels canvis en les seves idees.

Després de treballar uns continguts concrets, cada estudiant compara el que pensava a l’inici amb el que pensa ara, posant atenció en quina experiència, explicació, activitat o conversa l’ha ajudat a canviar la seva comprensió.

## Organització

La rutina es pot organitzar amb una taula senzilla:

| Abans pensava… | Ara penso… |
|---|---|
| Escric què creia, sabia o suposava a l’inici. | Escric què penso ara i què ha canviat en la meva comprensió. |
| Puc incloure dubtes, idees prèvies o explicacions incompletes. | Puc explicar quina activitat, exemple, debat o informació m’ha ajudat a canviar. |

Després, les respostes es poden compartir en parelles, en petit grup o amb tota la classe. També es poden utilitzar per elaborar un mural, iniciar un debat o revisar de manera col·lectiva com ha evolucionat la comprensió del tema.

## Exemple

En una classe de ciències sobre la fotosíntesi, el professor demana a l’alumnat que completi la primera columna abans de treballar el tema. Algunes respostes inicials poden ser: “Pensava que les plantes s’alimentaven de la terra” o “Pensava que la llum només servia perquè creixessin”.

Després d’observar un esquema, analitzar un experiment senzill i comentar el paper de la llum, l’aigua, el diòxid de carboni i la clorofil·la, l’alumnat completa la segona columna. Una resposta final podria ser: “Ara penso que les plantes fabriquen el seu propi aliment mitjançant la fotosíntesi i que la terra no és el seu aliment, encara que els aporta aigua i sals minerals”.

El docent pot tancar l’activitat demanant que cada estudiant indiqui quina idea ha canviat i quina evidència o explicació l’ha ajudat a canviar-la.","canvi conceptual, metacognició, reflexió, coneixements previs","Rutines de pensament, Pensament Crític i Metacognició, Activació de coneixements previs",,"Rutina en què l'alumnat compara el que pensava abans amb el que pensa ara. Serveix per prendre consciència del canvi conceptual, desenvolupar metacognició i reflexionar sobre com ha evolucionat la comprensió.",Metodologies actives,metac_081; metac_040; metac_051
metac_075,"Penso, m'interessa, investigo","Una rutina per connectar noves idees amb coneixements previs

## Finalitat: Quin tipus de pensament fomenta aquesta rutina?
Aquesta rutina ajuda els alumnes a relacionar el tema amb el coneixement previ, n'estimula la curiositat i estableix les bases per a la investigació autònoma.

## Aplicació: On i quan podem fer servir aquesta rutina?
Se sol utilitzar aquesta rutina en començar un tema o quan es vol que els alumnes desenvolupin les seves preguntes de recerca.

## Mètode: Com podem utilitzar aquesta rutina?
És convenient començar deixant els alumnes uns moments per reflexionar sobre el tema que cal tractar. Després, amb tota la classe o en grups, es fa una pluja d'idees sobre les tres preguntes. És important deixar un temps entre una pregunta i la següent perquè puguin pensar i organitzar les vostres idees.

Al principi és convenient demanar als alumnes que anotin les idees abans de posar-les en comú. Després de compartir les idees sobre ""Penso"" i ""M'interessa"", es torna a la pregunta de recerca per comentar possibles estratègies per investigar les preguntes seleccionades.

Molts cops els alumnes tenen concepcions errònies sobre un tema en aquest moment. S'afegeixen a la llista perquè es puguin examinar posteriorment. Les idees senzilles i superficials que apareixen al principi també s'han d'incloure, però és important motivar els alumnes a aprofundir i pensar en qüestions que realment els interessin.

Rutina en PDF

---
## Exemple
Professor: Avui estudiarem el tema de la conservació de l'energia. Abans de començar, vull que prengueu uns minuts per reflexionar sobre aquest tema i escriviu les idees que us vinguin al cap sobre què penseu que és la conservació de l'energia.

Després de 5 minuts, el professor demana als alumnes que comparteixin les seves idees sobre ""Penso"". Algunes de les idees que els alumnes comparteixen són:

- ""Penso que la conservació de l'energia és important perquè ens ajuda a estalviar diners""
- ""Penso que la conservació de l'energia és important per protegir el medi ambient""
- ""Penso que la conservació de l'energia és important per ajudar a no esgotar les fonts d'energia que tenim""

Després de compartir les idees sobre ""Penso"", el professor demana als alumnes que comparteixin les idees que han tingut sobre què els interessa del tema. Algunes de les idees que els alumnes comparteixen són:

- ""M'interessa saber com podem estalviar energia a casa nostra""
- ""M'interessa conèixer les diferents fonts d'energia que existeixen i com funcionen""
- ""M'interessa aprendre més sobre els impactes ambientals de les diferents fonts d'energia""

Finalment, el professor demana als alumnes que comparteixin les idees que han tingut sobre com investigar sobre el tema de la conservació de l'energia. Algunes de les idees que els alumnes comparteixen són:

- ""Podríem buscar informació a internet sobre com estalviar energia a casa nostra""
- ""Podríem fer una entrevista amb un expert en fonts d'energia per obtenir més informació""
- ""Podríem fer un experiment per veure com afecta el consum d'energia en diferents situacions""

Després de compartir les idees sobre ""Investigo"", el professor guia als alumnes en la selecció d'una o més preguntes de recerca per investigar durant la resta de la unitat.

","coneixements previs, curiositat, investigació, preguntes, metacognició","Rutines de pensament, Activació de coneixements previs, Processament i Anàlisi de la informació, Construcció de coneixement, Pensament Crític i Metacognició, Cohesió i Cooperació",,"Rutina per iniciar un tema connectant idees prèvies, interessos i possibles investigacions. Serveix per estimular la curiositat, formular preguntes de treball i orientar una investigació autònoma o guiada.",Metodologies actives,metac_051; metac_008; metac_012
metac_076,Placemat consensus,"Aquesta tècnica és molt senzilla d'aplicar. Amb aquesta tècnica es pot encoratjar els alumnes a resoldre situacions o problemes amb els quals mai s'han enfrontat.

1. Es fa una pregunta als alumnes i cadascun escriu la resposta.
1. Llavors els membres de l'equip posen les seves respostes en comú i apunten només aquelles a les que han arribat a un consens.
1. El professor pregunta al portaveu com han arribat a aquest consens i quin és, també si han comès errors.

Adaptat de: Colegio Ártica. (2018). Construimos nuestro propio aprendizaje.

## Exemple

En una assignatura d’economia, el professor planteja la pregunta: “Com podríem organitzar una fira d’intercanvi al centre amb un pressupost limitat?”. Cada alumne escriu primer les seves propostes en una zona individual del mantel: intercanvi de llibres usats, taller de manualitats, petit concert, campanya de difusió o recollida de materials reutilitzables.

Després, l’equip comparteix les idees i només escriu al centre aquelles en què tothom està d’acord. Finalment, el portaveu explica quines propostes han consensuat i quins criteris han fet servir: cost, facilitat d’organització, participació de l’alumnat i impacte esperat. La tècnica ajuda a passar d’idees individuals a una decisió col·lectiva raonada.","consens, cooperació, resolució de problemes, presa de decisions, argumentació","Resolució de problemes i Reptes, Cohesió i Cooperació",,"Tècnica en què cada membre escriu una resposta i l'equip consensua una solució comuna. Serveix per promoure participació individual, debat, consens i resolució cooperativa de problemes.",Organització de l’aprenentatge cooperatiu,metac_003; metac_056; metac_091
metac_077,Portfolio (dossier d'aprenentatge),"El dossier d'aprenentatge (portfolio, eportfolio o dossier digital) és una col·lecció digital personal d'informació que descriu i il·lustra l'aprenentatge d'una persona, l'experiència professional i les seves fites aportant evidències de l'aprenentatge i reflexions sobre aquestes.

Les evidències poden incloure mostres d'escrits, fotos, vídeos, treballs de recerca, observacions de professorat i companys, i /o reflexions.** L'aspecte fonamental d'un portfolio és la reflexió sobre les evidències**, perquè s'han seleccionat i què s'ha après del procés de desenvolupar el dossier d'aprenentatge (Guilana, S., 2009).

L'estructura del dossier d'aprenentatge ha de quedar ben definida pel professorat, de forma que els alumnes sàpiguen amb precisió el que s'espera d'ells. Una possible estructura podria ser:

1. **Portada**: reflecteix de forma creativa el treball.
1. **Introducció**: explicació del context i presentació del treball.
1. **Documents**: evidències del treball amb comentaris.
1. **Autoavaluació**: reflexió sobre el procés.

Adaptat de: Liarte, R. (2015). El portfolio como herramienta de evaluación.

## Exemple

En una matèria de llengua i literatura, l’alumnat elabora un portfolio digital durant el trimestre. Inclou una primera versió d’un relat, la versió corregida, una gravació d’una lectura oral, una ressenya d’un llibre i una reflexió final sobre el seu progrés.

En cada evidència, l’alumne explica per què l’ha inclosa, quina dificultat mostra, quina millora s’observa i quin objectiu es proposa per a la tasca següent. El docent no valora només els productes finals, sinó també la capacitat de l’alumne per seleccionar evidències i reflexionar sobre el seu aprenentatge.

---

","portfolio, evidències, reflexió, autoavaluació, seguiment","Avaluació Formativa i Feedback, Pensament Crític i Metacognició",,"Eina de recopilació d'evidències, produccions i reflexions de l'aprenentatge. Serveix per documentar el procés, seleccionar treballs significatius, justificar aprenentatges i afavorir autoavaluació i seguiment.",Marcs educatius; Metodologies actives,metac_030; metac_122; metac_106
metac_078,Pregunta el perquè,"La rutina de pensament ""pregunta el perquè"" es pot fer servir en qualsevol moment del procés d'aprenentatge, ja sigui al començament d'un tema, durant el desenvolupament d'un tema o al final d'un tema. Els passos que se segueixen en aquesta rutina són:

PROFESSOR:

- Introduir el concepte o el fet que es vol estudiar. Això pot ser a través de lectures, presentacions, vídeos o qualsevol altra font d'informació.

- Demanar als alumnes que es formulin preguntes del tipus ""per què?"" per aprofundir en els conceptes o els fets que estan estudiant. Això pot ser de forma individual o en grups.

- Proporcionar als alumnes les fonts d'informació o recursos necessaris per respondre a les seves preguntes. Això pot incloure materials de lectura, bases de dades, eines en línia, etc.

- Ajudar als alumnes a formular les seves preguntes de manera clara i concreta, per tal de poder buscar les respostes de forma efectiva.

- Revisar els resultats de la recerca dels alumnes i ajudar-los a interpretar-los.

ALUMNE:

- Formular preguntes del tipus ""per què?"" per aprofundir en els conceptes o els fets que estan estudiant.

- Fer servir les fonts d'informació o recursos proporcionats pel professor per buscar respostes a les preguntes que s'han formulat.

- Analitzar les diferents fonts d'informació i triar les que considerin més útils per respondre a les preguntes.

- Interpretar les respostes que han trobat i reflexionar sobre elles.

- Presentar les respostes trobades al grup o al professor.

## Exemple

En una classe d’història, el professor introdueix el tema de les migracions del segle XX amb una imatge d’una estació plena de viatgers. Demana a l’alumnat que formuli preguntes amb “per què”: “Per què moltes persones van abandonar el camp?”, “Per què algunes ciutats van créixer tan ràpid?” o “Per què les condicions laborals van influir en els desplaçaments?”.

Els alumnes busquen respostes en mapes, gràfics de població i testimonis breus. Després presenten una explicació basada en evidències. La rutina ajuda a transformar una observació inicial en preguntes històriques que requereixen causes, context i relacions entre factors.","preguntes, investigació, pensament crític, comprensió, reflexió","Rutines de pensament, Processament i Anàlisi de la informació, Construcció de coneixement, Pensament Crític i Metacognició, Cohesió i Cooperació, Comunicació i Creativitat",,"Rutina en què l'alumnat formula preguntes de “per què” i busca respostes mitjançant recursos o investigació. Serveix per aprofundir en conceptes, desenvolupar pensament crític i millorar la comprensió raonada.",Metodologies actives,metac_060; metac_012; metac_079
metac_079,Pregunta i respon,"Aquesta rutina de pensament implica que els alumnes es facin una pregunta i intentin respondre-la utilitzant els coneixements que han adquirit. Aquesta rutina és útil per ajudar als alumnes a comprendre millor els conceptes o els fets que estan estudiant, i també els ajuda a desenvolupar habilitats de pensament crític i reflexió. Per fer servir aquesta rutina, es pot seguir aquest procés:

1. Escull un concepte o un fet que els alumnes hagin de comprendre.
1. Fes una llista de preguntes que els alumnes hagin de respondre per comprendre el concepte o el fet. Aquestes preguntes poden ser del tipus ""què?"", ""per què?"", ""com?"", ""quan?"", ""on?"", etc.
1. Dona als alumnes el temps suficient per respondre a les preguntes de manera individual o en grups.
1. Revisa les respostes dels alumnes i proporciona *feedback*. Pots fer-ho de manera individual o amb tot l'equip, depenent de les necessitats dels alumnes.

## Exemple

En matemàtiques, el professor vol comprovar si l’alumnat comprèn el concepte de mitjana aritmètica. Proposa preguntes com: “Què representa la mitjana?”, “Com es calcula?”, “Pot una mitjana amagar diferències importants entre les dades?” i “En quins casos convé mirar també la mediana?”.

Els alumnes responen primer de manera individual i després comparen les respostes en petits grups. En revisar-les, el professor detecta que diversos alumnes calculen correctament la mitjana, però no n’interpreten el significat. A partir d’aquí proposa un exemple amb salaris molt desiguals per discutir quan la mitjana pot resultar enganyosa.","preguntes, comprensió, pensament crític, feedback, avaluació formativa","Rutines de pensament, Processament i Anàlisi de la informació, Pensament Crític i Metacognició, Avaluació Formativa i Feedback, Cohesió i Cooperació",Votació simple|https://jjdeharo.github.io/directo/vota.html,"Rutina en què l'alumnat respon preguntes sobre un concepte o fet treballat. Serveix per comprovar comprensió, promoure pensament crític, organitzar idees i proporcionar feedback formatiu.",Metodologies actives,metac_018; metac_012; metac_078
