ID,Technique,Description,Tags,Fields,Program,Abstract,Block,Related
metac_070,Three-Minute Pause,"Base Teams

OBJECTIVES: To assess understanding of the material covered, to share and reach consensus on opinions, and to develop summaries.

STEPS:

1. While the teacher is explaining the topic to the whole group, they will occasionally pause for 3 minutes to allow each base team to think about and reflect on what has been explained so far, and to formulate three questions about the topic, which they will then ask.

2. After 3 minutes, each team asks one of their three questions (one per team per round). If the question is similar or identical to one already asked, they skip it.

3. Once all the questions have been asked, the teacher continues the explanation until the next pause.

OBSERVATIONS AND PRACTICAL TIPS: This can be done orally or in writing.
It is very useful for assessing what students have understood from the explanations. This provides us as teachers with very valuable feedback, while also allowing us to identify underlying cognitive errors in different groups.
The three questions can be replaced with writing three sentences that reflect the most important points of what has been explained previously.
We can combine this structure with the 1-2-4 structure to ensure equal participation from all members of the base team. The completion of the task by the teams can be accompanied by a reward from the group and the teacher, such as praise, a good grade, etc.

Source: Pérez, M. (2015). Cooperative Dynamics.

## Example

During an explanation about cellular respiration, the teacher pauses after explaining glucose, oxygen and energy production. Each team has three minutes to formulate three questions. One team writes: “Why is oxygen needed?”, “What is the difference between cellular respiration and breathing?” and “Where does this process take place?”.

Then each team asks one question. The teacher notices that several doubts are focused on confusing gas exchange with cellular respiration, so this difference is clarified before continuing. The pause allows the teacher to adjust the explanation while learning is still in progress.","questions, comprehension, formative assessment, synthesis, feedback","Formative Assessment and Feedback, Information Processing and Analysis",,"This structure involves the teacher interrupting the explanation to allow teams to formulate questions or summaries. It serves to check understanding, stimulate reflection, and adjust instruction during the session.",Cooperative Learning Organization,metac_018; metac_039; metac_066
metac_071,Detective Pairs,"1. When you begin a teaching unit, pose a complex question or issue that sparks students' interest and curiosity about the topic.

1. Students reflect on the question and try to establish two different ways to answer it.

1. Students pair up to compare their hypotheses. Student A asks their partner: ""What are your hypotheses?"" Student A writes down the proposals. They then switch roles. At this stage, corrections and debate are not allowed. The aim is to stimulate speculation.

1. The pairs discuss the hypotheses and agree on one.

1. The teacher leads a whole-class discussion. At this stage, the teacher should:

1. Avoid making comments and accept all hypotheses.

1. Write the proposals on the board.

1. Create an atmosphere of curiosity and suspense.

1. The teacher, with the help of the class, evaluates the different hypotheses and selects those that help solve the problem. Then:

1. values ​​the students' ability to generate solutions, prioritizing them over correctness; and

1. helps students realize that different approaches can be used to solve a problem.

1. Finally, the teacher begins explaining the unit, starting with the initial question and the chosen solutions.

Source: CRA Los Olivos. (2017). Cooperative Learning Techniques","hypotheses, prior knowledge, pairs, problem-solving, curiosity","Knowledge Building, Problem Solving and Challenges, Formative Assessment and Feedback, Cohesion and Cooperation, Communication and Creativity",,"This technique involves students formulating initial hypotheses in response to a complex question and then comparing them in pairs. It serves to spark curiosity, activate prior knowledge, and demonstrate that a problem can have multiple approaches.",Cooperative Learning Organization,metac_045; metac_095; metac_008
metac_072,Discussion Pairs,"Objectives:

- To activate prior knowledge.

- To generate diverse responses.

- To foster dialogue, debate, and consensus.

Development

1. The teacher poses a series of questions to be answered throughout the session.

2. Students pair up.

3. The teacher randomly asks for some answers from the pairs.

Source: CRA Los Olivos. (2017). Cooperative Learning Techniques.

## Example

In a digital education lesson, the teacher poses several questions about social media use: “What are the advantages of sharing content online?”, “What risks can there be when publishing personal information?” and “What basic rules should we follow to communicate respectfully?”.

Each pair discusses the questions for a few minutes and writes down two agreed ideas. Then the teacher randomly asks some pairs for their answers and builds a shared list of recommendations on the board. The technique activates prior experiences and turns them into shared criteria for responsible use.","prior knowledge, pairs, dialogue, consensus, participation","Activation of Prior Knowledge, Cohesion and Cooperation, Communication and Creativity",,"This technique involves students answering questions in pairs during a session. It serves to activate prior knowledge, encourage dialogue, generate diverse responses, and promote participation before the group discussion.",Cooperative Learning Organization,metac_025; metac_095; metac_084
metac_073,Peer Instruction,"## Description
A technique developed by Eric Mazur in which students first answer a conceptual question individually and then discuss their answer with their classmates. It is especially suitable for detecting misconceptions and improving the understanding of difficult concepts.

## How it Works
1. The teacher poses a conceptual question with several answer choices.

2. Each student answers individually.

3. If there is a variety of answers, students discuss them in pairs or small groups.

4. The same question is answered again.

5. The teacher discusses the results and clarifies the necessary concepts.

## Objectives
- To detect alternative conceptions.

- To promote argumentation based on reasoning.

- To improve conceptual understanding through peer explanation.

## Example
In mathematics, the teacher poses a question about conditional probability with four options. After the first individual answer, students compare arguments with a partner and vote again before discussing the solution.","conceptual questions, discussion, understanding, feedback, peer teaching","Formative Assessment and Feedback, Critical Thinking and Metacognition, Information Processing and Analysis",Simple voting|https://jjdeharo.github.io/directo/vota.html,"This technique involves students individually answering a conceptual question and then discussing it with their peers. It helps to identify misconceptions, improve understanding, and strengthen argumentation among classmates.",Cooperative Learning Organization,metac_095; metac_068; metac_096
metac_074,I Used to Think... Now I Think,"This routine is especially useful for helping students reflect on what they have learned and become aware of their own learning through changes in their ideas.

After working on specific content, each student compares what they thought at the beginning with what they think now, paying attention to which experience, explanation, activity or discussion helped them change their understanding.

## Organization

The routine can be organized with a simple table:

| I used to think… | Now I think… |
|---|---|
| I write what I believed, knew or assumed at the beginning. | I write what I think now and what has changed in my understanding. |
| I can include questions, prior ideas or incomplete explanations. | I can explain which activity, example, discussion or information helped me change my thinking. |

Afterward, students can share their responses in pairs, in small groups or with the whole class. The responses can also be used to create a poster, start a discussion, or review collectively how the class’s understanding of the topic has evolved.

## Example

In a science lesson on photosynthesis, the teacher asks students to complete the first column before working on the topic. Initial responses might include: “I used to think that plants fed on soil” or “I used to think that light only helped plants grow”.

After looking at a diagram, analyzing a simple experiment and discussing the role of light, water, carbon dioxide and chlorophyll, students complete the second column. A final response might be: “Now I think that plants make their own food through photosynthesis and that soil is not their food, although it provides water and mineral salts”.

The teacher can close the activity by asking each student to identify which idea has changed and which evidence or explanation helped them change it.","Conceptual change, metacognition, reflection, prior knowledge","Thinking Routines, Critical Thinking and Metacognition, Activation of Prior Knowledge",,"This routine involves students comparing their previous understanding with their current understanding. It helps them become aware of conceptual change, develop metacognition, and reflect on how their comprehension has evolved.",Active Methodologies,metac_081; metac_040; metac_051
metac_075,"Think, Puzzle, Explore","A Routine for Connecting New Ideas with Prior Knowledge

## Purpose: What type of thinking does this routine foster?
This routine helps students connect the topic to prior knowledge, stimulates curiosity, and lays the foundation for independent research.

## Application: Where and when can we use this routine?
This routine is typically used at the beginning of a topic or when students are encouraged to develop their research questions.

## Method: How can we use this routine?
It's advisable to begin by giving students a few moments to reflect on the topic to be covered. Then, with the whole class or in small groups, brainstorm the three questions. It's important to allow time between questions to allow students time to think and organize their ideas.

At the beginning, it's helpful to ask students to write down their ideas before sharing them. After sharing ideas about ""I think"" and ""I'm interested,"" return to the research question to discuss possible strategies for investigating the selected questions.

Often, students have misconceptions about a topic at this stage. These are added to the list so they can be examined later. Simple, superficial ideas that appear at the beginning should also be included, but it's important to encourage students to delve deeper and think about issues that truly interest them.

Routine in PDF

---
## Example
Teacher: Today we will study the topic of conservation of energy. Before we begin, I'd like you to take a few minutes to reflect on this topic and write down any ideas that come to mind about what you think conservation of energy is.

After 5 minutes, the teacher asks the students to share their ideas on ""I think."" Some of the ideas the students shared were:

- ""I think energy conservation is important because it helps us save money.""
- ""I think energy conservation is important to protect the environment.""
- ""I think energy conservation is important to help us avoid depleting our energy sources.""

After sharing their thoughts on ""I think,"" the teacher asked the students to share what interests them about the topic. Some of the ideas the students shared were:

- ""I'm interested in knowing how we can save energy at home.""
- ""I'm interested in learning about the different energy sources that exist and how they work.""
- ""I'm interested in learning more about the environmental impacts of different energy sources.""

Finally, the teacher asked the students to share their ideas on how to research the topic of energy conservation. Some of the ideas the students shared were:

- ""We could look for information online about how to save energy in our home.""
- ""We could interview an expert on energy sources to get more information.""
- ""We could do an experiment to see how energy consumption affects different situations.""

After sharing their ideas about ""I Investigate,"" the teacher guided the students in selecting one or more research questions to investigate during the rest of the unit.","prior knowledge, curiosity, research, questions, metacognition","Thinking Routines, Activation of Prior Knowledge, Information Processing and Analysis, Knowledge Building, Critical Thinking and Metacognition, Cohesion and Cooperation",,"A routine for introducing a topic by connecting prior knowledge, interests, and potential research. It serves to stimulate curiosity, formulate working questions, and guide independent or guided research.",Active Methodologies,metac_051; metac_008; metac_012
metac_076,Placemat consensus,"This technique is very easy to apply. With this technique, students can be encouraged to solve situations or problems they have never encountered before.

1. A question is posed to the students, and each one writes down their answer.

2. The team members then share their answers and note only those on which they have reached a consensus.

3. The teacher asks the spokesperson how they reached this consensus, what it is, and if they made any mistakes.

Adapted from: Ártica School. (2018). We build our own learning.

## Example

In an economics lesson, the teacher asks: “How could we organize an exchange fair at school with a limited budget?”. Each student first writes their proposals in an individual area of the placemat: exchanging used books, a crafts workshop, a small concert, a publicity campaign or collecting reusable materials.

Then the team shares the ideas and writes in the center only those on which everyone agrees. Finally, the spokesperson explains which proposals they reached consensus on and what criteria they used: cost, ease of organization, student participation and expected impact. The technique helps move from individual ideas to a reasoned collective decision.","consensus, cooperation, problem-solving, decision-making, argumentation","Problem Solving and Challenges, Cohesion and Cooperation",,"This technique involves each member writing a response, and the team then agrees on a common solution. It promotes individual participation, debate, consensus, and cooperative problem-solving.",Cooperative Learning Organization,metac_003; metac_056; metac_091
metac_077,Portfolio (learning dossier),"A learning portfolio (also known as an e-portfolio or digital portfolio) is a personal digital collection of information that describes and illustrates an individual's learning, professional experience, and goals, providing evidence of learning and reflections on it.

The evidence may include writing samples, photos, videos, research papers, observations of teachers and peers, and/or reflections. The fundamental aspect of a portfolio is reflecting on the evidence, why it was selected, and what was learned from the process of developing the learning portfolio (Guilana, S., 2009).

The structure of the learning portfolio should be clearly defined by the instructor so that students know precisely what is expected of them. A possible structure could be:

1. Cover: creatively reflects the work.

2. Introduction: explanation of the context and presentation of the work.

3. Documents: evidence of the work with comments.

4. Self-assessment: reflection on the process.

Adapted from: Liarte, R. (2015). The portfolio as an assessment tool.

## Example

In a language and literature subject, students create a digital portfolio throughout the term. It includes a first draft of a short story, the corrected version, a recording of an oral reading, a book review and a final reflection on their progress.

For each piece of evidence, the student explains why it has been included, what difficulty it shows, what improvement can be seen and what goal they set for the next task. The teacher assesses not only final products, but also the student’s ability to select evidence and reflect on learning.","portfolio, evidence, reflection, self-assessment, monitoring","Formative Assessment and Feedback, Critical Thinking and Metacognition",,"A tool for collecting evidence, student work, and reflections on learning. It serves to document the learning process, select significant work, justify learning outcomes, and facilitate self-assessment and monitoring.",Educational Frameworks; Active Methodologies,metac_030; metac_122; metac_106
metac_078,Ask Why,"The ""ask why"" thinking routine can be used at any point in the learning process, whether at the beginning, during, or at the end of a topic. The steps in this routine are:

TEACHER:

- Introduce the concept or fact to be studied. This can be done through readings, presentations, videos, or any other source of information.

- Ask students to formulate ""why?"" questions to delve deeper into the concepts or facts they are studying. This can be done individually or in groups.

- Provide students with the necessary sources of information or resources to answer their questions. This may include reading materials, databases, online tools, etc.

- Help students formulate their questions clearly and concisely so they can find the answers effectively.

- Review the results of the students' research and help them interpret them.

STUDENT:

- Formulate ""why?"" questions to delve deeper into the concepts or facts being studied.

- Use the information sources or resources provided by the teacher to find answers to the questions formulated.

- Analyze the different information sources and choose those considered most useful for answering the questions.

- Interpret the answers found and reflect on them.

- Present the answers found to the group or the teacher.

## Example

In a history lesson, the teacher introduces the topic of twentieth-century migrations with an image of a crowded railway station. Students are asked to formulate “why” questions: “Why did many people leave rural areas?”, “Why did some cities grow so quickly?” or “Why did working conditions influence migration?”.

Students look for answers in maps, population graphs and short testimonies. Then they present an evidence-based explanation. The routine helps turn an initial observation into historical questions that require causes, context and relationships between factors.","questions, research, critical thinking, understanding, reflection","Thinking Routines, Information Processing and Analysis, Knowledge Building, Critical Thinking and Metacognition, Cohesion and Cooperation, Communication and Creativity",,"This routine involves students asking ""why"" questions and seeking answers through resources or research. It helps them delve deeper into concepts, develop critical thinking, and improve reasoned understanding.",Active Methodologies,metac_060; metac_012; metac_079
metac_079,Ask and Answer,"This thinking routine involves students asking themselves a question and trying to answer it using the knowledge they have acquired. This routine is useful for helping students better understand the concepts or facts they are studying, and it also helps them develop critical thinking and reflection skills. To use this routine, you can follow this process:

1. Choose a concept or fact that students need to understand.

2. Make a list of questions that students need to answer to understand the concept or fact. These questions might be of the type ""what?"", ""why?"", ""how?"", ""when?"", ""where?"", etc.

3. Give students enough time to answer the questions individually or in groups.

4. Review the students' answers and provide feedback. You can do this individually or with the whole group, depending on the students' needs.

## Example

In mathematics, the teacher wants to check whether students understand the concept of arithmetic mean. The teacher proposes questions such as: “What does the mean represent?”, “How is it calculated?”, “Can a mean hide important differences in the data?” and “When is it useful to also look at the median?”.

Students answer individually first and then compare their answers in small groups. When reviewing them, the teacher notices that several students calculate the mean correctly but do not interpret its meaning. The teacher then proposes an example with very unequal salaries to discuss when the mean can be misleading.","questions, comprehension, critical thinking, feedback, formative assessment","Thinking Routines, Information Processing and Analysis, Critical Thinking and Metacognition, Formative Assessment and Feedback, Cohesion and Cooperation",Simple voting|https://jjdeharo.github.io/directo/vota.html,"A routine in which students answer questions about a concept or fact studied. It serves to check understanding, promote critical thinking, organize ideas, and provide formative feedback.",Active Methodologies,metac_018; metac_012; metac_078
metac_080,Service-Learning,"## What is a Service-Learning Project?

Service-Learning is sometimes also called **Service-Based Learning** or SBL and can also be considered a type of Problem-Based Learning (PBL).

The Service-Learning Promotion Center defines it as follows:

> Service-learning is an educational approach that combines learning and community service processes in a single, well-structured project in which participants develop their skills by working on real needs in their environment with the goal of improving it.

Service-Learning (SL) projects have two well-defined components that must be present in equal measure: learning, which must be the driving force of SL, and the service to society that this entails. A charitable project, for example, a food or toy drive, is not a true SL project, since it has a social, service component, but the learning component has not been developed. Service-learning projects (SL) must always include an educational component, which doesn't come simply from carrying out the activity itself, but requires a foundational teaching approach.

For example, if we organize a food drive for an NGO or a campaign against hunger, we could provide a foundation for studying poverty, wealth distribution, or labor-related factors that contribute to job abandonment, integrating it into the Social Sciences curriculum.

If we carry out a neighborhood trash collection project, we must impart knowledge, such as statistical concepts, to study what people discard and relate it to responsible consumption, for example.

In short, we can say that **SL is an educational proposal that combines learning processes and community service in a single, well-structured project. It's a project in which participants learn by working on real needs in their environment with the goal of improving it** (SL Projects of the PFI).

## Principles of Service-Learning
The principles that govern Community Service are:

1. **Values ​​Education**.
An educational approach based on experience, lived experience, and the development of habits and values.

2. **Active and Democratic Participation**.
The active participation of students in a service carried out for the benefit of the community.

3. **Responsiveness to Emerging Social Needs**.
Addressing real and felt needs within the community.

4. **Networking and Co-responsibility**.
Networking among the different educational stakeholders in a region based on shared objectives.

5. **Continuous Improvement**.
Indicators that allow for monitoring and the development of improvement proposals.

(Framework Document for Community Service)

## Project Phases

To carry out service-learning, there are four main phases, which are further divided into tasks:

- **Phase 1: Learning**.

This is the formative stage in which the student acquires prior formal or informal theoretical knowledge that will enable them to carry out the service.

- **Phase 2: Planning**.
The learning group designs the activity and connects with the necessary stakeholders for its development.

- **Phase 3: Activity**.
The previously planned service is carried out. Depending on the theme, logistics, infrastructure, participating stakeholders, necessary materials, etc., must be taken into account.

- **Phase 4: Evaluation**.
This is the time to analyze the results of the service and reflect in order to improve.

(Wikipedia)

---

## Example
Creation of a community garden in a neighborhood with few green spaces and a high concentration of people with economic difficulties. The project would be divided into the following phases:

1. Planning:

1. A working group would be created, made up of students, teachers, and community members interested in participating in the project.

1. Available spaces in the neighborhood would be sought to establish the garden, whether on an abandoned plot or in the courtyard of a community building.

1. Agreements would be established with local entities, such as the City Council or neighborhood associations, to obtain logistical and financial support.

1. Training workshops on gardening and horticulture would be held for all participants, with the aim of providing them with the necessary technical and conceptual tools to carry out the project.

1. Implementation:

1. The working group would be divided into different teams, with specific responsibilities such as soil preparation, planting, watering, and plant maintenance.

1. Community participation in garden tasks would be encouraged, either on an occasional basis or as regular volunteers.

1. Talks or workshops open to the public would be organized on the benefits of healthy eating and the use of local and organic products. 1. Agreements would be established with local shops or markets to sell the garden's produce, with the aim of financing the project and promoting responsible consumption.

1. Evaluation:

1. The tasks performed and the results obtained would be monitored to identify potential problems or difficulties and find solutions.

1. Opinions and suggestions from participants and the community would be gathered to improve the project in future editions.

1. Economic and social feasibility studies would be conducted to evaluate the project's benefits for the community.

1. Reflection:

1. Discussion and experience-sharing meetings would be held among participants to reflect on the lessons learned during the project.

1. The results and conclusions would be disseminated through social media or the local press.

1. Potential collaborations with other similar initiatives would be explored to expand the program.","service-learning, community, project, reflection, evaluation, cooperation","Information Processing and Analysis, Problem Solving and Challenges, Critical Thinking and Metacognition, Formative Assessment and Feedback, Cohesion and Cooperation",,"This project combines curricular learning with community service to address a real need in the local area. It serves to educate students through social action, reflection, cooperation, and evaluation of results.",Active Methodologies,metac_015; metac_009; metac_014
metac_081,3-2-1 Bridge,"This routine is performed twice, once at the beginning of a topic and once at the end, allowing students to reflect on their learning.

1. Before the lesson begins, students write down three ideas or words related to what the topic suggests to them, two questions, and an analogy or metaphor (which can also be an image).

2. At the end, they repeat the process and compare their answers, reflecting on how their ideas have changed and why.

3. Finally, each student shares their conclusions with the rest of the class.","prior knowledge, conceptual change, metacognition, questions, analogy","Thinking Routines, Critical Thinking and Metacognition, Activation of Prior Knowledge",,"This routine, performed before and after a topic, consists of three ideas, two questions, and an analogy. It serves to activate prior knowledge, observe changes in thinking, and promote metacognition.",Active Methodologies,metac_074; metac_051; metac_075
metac_082,Quiz-Quiz-Trade,"## Description
A very dynamic Kagan structure for reviewing content.

## How it works
1. Each student has a card with a question and the answer on the back.

2. They move around the classroom looking for a partner.

3. Student A asks the question, student B answers (A gives feedback or a hint if necessary).

4. They switch roles.

5. They exchange cards and find a new partner.

## Objectives
To review content in a fun and interactive way.

## Example

In an English lesson, each student receives a card with a vocabulary word on one side and its definition or translation on the other. One student asks a classmate: “What does *borrow* mean?”. The classmate answers and receives a hint if needed.

Then they switch roles, exchange cards and look for a new partner. In a few minutes, each student practises several words with different classmates. The technique turns review into a short, oral and dynamic activity.","review, questions, feedback, game, interaction","Formative Assessment and Feedback, Activation of Prior Knowledge, Critical Thinking and Metacognition",,"A review structure in which students ask and answer questions using cards, which they then exchange. It serves to review content dynamically, receive immediate feedback, and encourage interaction.",Cooperative Learning Organization,metac_018; metac_094; metac_084
metac_083,RallyRobin,"This method is used for activities that can be completed quickly, to answer questions with multiple answers, or where it's necessary to share an idea or phrase and where each student can contribute: brainstorming, reviewing, creating lists of items, and creating lists of procedures.
Students share orally in pairs.

1. The teacher proposes a topic with multiple answers or solutions and allows time for individual thought.

2. Students, in pairs, alternately contribute their answers verbally.

During this structure, each student takes a turn offering an answer to create an oral list, and the rounds are repeated. Each student offers several answers.

Sources:

- Clowes, G. (2011). The Essential 5: A Starting Point for Kagan Cooperative Learning
- Carolina, H. L. K., Tamara, O. L. M., & Wendy, S. (2016). Cooperative Learning at the University

## Example

In a literature lesson, the teacher asks: “What traits can a main character have?”. Each student thinks for a few seconds and, in pairs, they alternate answers: “has a goal”, “changes throughout the story”, “faces a conflict”, “makes decisions”, “has allies or rivals”.

The pair continues until they run out of ideas. Then some responses are collected on the board and used to analyze the main character of a short story. The structure makes it possible to generate a broad list quickly and ensures that both students participate.","brainstorming, pairing, participation, communication, cooperation","Knowledge Building, Critical Thinking and Metacognition, Formative Assessment and Feedback, Cohesion and Cooperation",,"A cooperative oral structure in pairs where participants alternate brief answers on a topic. It serves to generate ideas, review content, ensure participation, and improve communication.",Cooperative Learning Organization,metac_025; metac_088; metac_112
metac_084,Appointment Clock,"This technique encourages students to explain concepts to each other.

The activity involves distributing a sheet of paper with a clock showing the hours, but without hands, or having each student draw the clock on their own sheet of paper.

1. Five minutes are allotted for students to schedule appointments with their classmates, one for each hour, for a total of 12 appointments.

2. Once the appointments are scheduled, the teacher will announce the time (for example, 1:00 AM), and each student must meet with the classmate they have previously scheduled for that time. After a few minutes, the teacher will move on to the next hour.

3. At each hour, the teacher will present a question that the students must answer together. They can also explain a concept they have read beforehand to each other.

4. Finally, if appropriate, all the answers are shared with the class.

Adapted from Orientacionandujar. (2017). Cooperative Learning: The Appointment Clock

---

**Explanation of the technique:**

## Example

In a reading comprehension unit, each student completes their appointment clock with twelve classmates. The teacher announces the three o’clock appointment and asks: “What is the main idea of the text we have read?”. The pairs meet, compare their answers and write a shared sentence.

In the next round, with the six o’clock appointment, they answer another question: “Which detail in the text best supports that main idea?”. At the end, answers are shared with the class. The technique allows students to compare their interpretation with several classmates and improve their responses through brief dialogue.","dating, couples, communication, review, interaction","Activation of Prior Knowledge, Problem Solving and Challenges, Cohesion and Cooperation, Communication and Creativity",Appointment Clock|https://reloj-citas.github.io/,"This activity involves students scheduling meetings with classmates to answer questions or explain concepts. It fosters interaction, review, peer communication, and organized movement within the classroom.",Cooperative Learning Organization,metac_072; metac_054; metac_082
metac_085,Distribute Points,"This is a technique for **graded assessment** involving teachers and class groups.

When a grade is assigned to a group, they are given points that they distribute among themselves based on the work they have done. The rule is that everyone must have a different grade.

For example, if a group of 4 receives a 7.5, then they are given 7.5 x 4 = 30 points to divide as they wish, and we will assign them the grade they indicate.

This technique is used with the rating scale: Distribute points, which they will have to fill out before grading, so that the grades are as objective as possible.

Source: Pérez-Pueyo, A. & Hortigüela, D. & Hernando, A. (2014)","rating, peer assessment, self-assessment, individual responsibility, group",Formative Assessment and Feedback,,"A grading technique in which a group distributes points among its members based on their contributions. It serves to promote individual accountability, peer evaluation, and reflection on teamwork.",Cooperative Learning Organization,metac_122; metac_092; metac_123
metac_086,Review the Consequences,"The ""Review the Consequences"" thinking routine is a technique that can be used to encourage students to reflect on the implications or consequences of the concepts or facts they are studying. This routine can be used at the beginning, middle, or end of a topic, depending on the needs and learning objectives.

Teacher's Role:

1. Provide students with information or concepts about which you want them to reflect on the consequences. This could be a text, an image, an experience, or anything else that can be used to promote reflection.

2. Ask students to reflect on the consequences or implications of the concepts or facts they have learned. You can use questions, words, or phrases to help them begin thinking. Some possible questions might be: ""What are the consequences of this phenomenon?"", ""What implications does this concept have for daily life?"", ""What would be the long-term consequences of this situation?"", etc.

3. Provide support and guidance to students as they reflect on the consequences. You can help them formulate hypotheses or find evidence to help them do so.

Student's Role:

1. Listen carefully to the information or concepts provided by the teacher.

1. Use critical thinking and reflection to consider the consequences or implications of the concepts or facts you have learned.

1. Formulate hypotheses or look for evidence to help develop your ideas about the consequences.

1. Share your reflections with the group or the teacher. You can do this orally or in writing, according to the teacher's or group's preference.

1. Listen to your classmates' reflections and consider how they affect your own ideas. You can ask questions or make comments to delve deeper into others' reflections.

1. Review and adjust your ideas about the consequences based on the reflections of other students and the evidence you have found.

This routine involves interaction between the teacher and students, with students reflecting on the consequences or implications of the concepts or facts they have learned and sharing their reflections with the group or the teacher. This routine can be used to encourage students to reflect on any type of concept or fact, and it is especially useful for promoting critical thinking and reflection on complex issues or relevant problems in daily life.

## Example

In a technology lesson, the teacher presents the proposal of using only a digital platform to submit assignments. Students review possible consequences: saving paper, easier storage of evidence, need for internet access, risk of forgotten passwords, differences in access to devices and changes in teachers’ organization.

Then each group classifies the consequences as positive, negative or necessary conditions for the measure to work. The routine helps evaluate a decision before applying it and consider effects that are not immediately visible.","consequences, critical thinking, reflection, evidence, perspective","Thinking Routines, Information Processing and Analysis, Knowledge Building, Critical Thinking and Metacognition, Cohesion and Cooperation",,"A routine in which students analyze the consequences or implications of a situation, event, or concept. It helps develop critical thinking, anticipate effects, justify ideas, and evaluate problems from different perspectives.",Active Methodologies,metac_064; metac_052; metac_113
metac_087,Role on the Wall (Character Silhouette),"## Description
A visual technique for analyzing a personified character, social group, organization, institution, or concept. A silhouette is drawn, and internal and external aspects are differentiated: what it thinks or feels, and what it does or shows.

## How it Works
1. A silhouette is drawn on paper or a digital whiteboard.

2. Inside the silhouette, thoughts, emotions, motivations, or knowledge are written.

3. Outside the silhouette, actions, behaviors, relationships, or external pressures are noted.

4. The group justifies each contribution with evidence.

5. The activity concludes with a summary of the character, concept, or situation.

## Objectives
- To analyze perspectives and motivations.

- To relate evidence to interpretations.

- To visually represent complex information.

## Example
In literature, students analyze a character from a novel. Inside the silhouette, they write the character's fears and desires; outside, they write the character's actions and how other characters perceive them.","character, perspective, evidence, analysis, visual representation","Thinking Routines, Critical Thinking and Metacognition, Communication and Creativity, Information Processing and Analysis",BoardLive: Collaborative whiteboard|https://boardlive.github.io/,"A visual technique that analyzes a character or concept using a silhouette with internal and external features. It is useful for working on perspective, evidence, interpretation, and the visual representation of complex information.",Active Methodologies,metac_050; metac_019; metac_100
metac_088,RoundRobin,"It's like Rally Robin but in groups of four. It's used when answers are longer or ideas are more complex.

It's used for activities that can be done quickly, to answer questions with multiple answers, or where it's necessary to share an idea or phrase and where each student can contribute: generating ideas (brainstorming), reviewing, making lists of items, making lists of procedures.
In groups, students share orally.

1. The teacher proposes a topic for which there are multiple answers or solutions and allows time for individual thought.

2. Students take turns providing verbal answers for 30 seconds each.

During this structure, each student takes a turn offering an answer to create an oral list, and the rounds are repeated. Each student offers several answers.

Sources:

- Clowes, G. (2011). The Essential 5: A Starting Point for Kagan Cooperative Learning
- Carolina, H. L. K., Tamara, O. L. M., & Wendy, S. (2016). Cooperative learning in the university

## Example

In a tutoring session, the teacher asks the group: “What could we do to make the school library used more often?”. In teams of four, each student contributes one idea during their turn: extending opening hours, creating reading recommendations, reserving a quiet study area, organizing reading clubs, displaying new books or allowing student suggestions.

The round continues until several proposals have been collected. Then the team selects the two it considers most feasible and shares them with the class. The technique gathers many ideas without one person dominating the conversation.","brainstorming, group, participation, communication, cooperation","Knowledge Building, Critical Thinking and Metacognition, Formative Assessment and Feedback, Cohesion and Cooperation",,"A cooperative oral group structure in which students take turns contributing answers. It serves to generate ideas, review content, ensure balanced participation, and share knowledge quickly.",Cooperative Learning Organization,metac_083; metac_048; metac_112
metac_089,Follow the trail,"## Objective

To share significant aspects of our lives with the other members of the group in a creative and playful way.

## Development

- The teacher writes numbers, words, symbols, etc., on the board—clues about personal aspects to share with the group. For example:

- Barcelona, ​​two, 1950, waiter, eleven, read, 2, sincerity, Saint Petersburg...

- The students follow the clues and ask closed questions to guess their meaning. For example:

- Are you from Barcelona?

- Is your favorite soccer team Barcelona?

- Did you study in Barcelona?

- Do you have family living in Barcelona?, etc.

- Each student prepares six clues about themselves and, in pairs, tries to discover their meaning.

Conclusions

There are significant elements in our lives. Sharing them allows us to recognize and value other people and ourselves.

Source: ECO. (2007). Group building activities.","group cohesion, personal knowledge, questions, creativity, pairs","Cohesion and Cooperation, Communication and Creativity",,"A team-building activity in which students offer personal clues for others to discover their meaning. It fosters mutual understanding, creativity, active listening, and interaction in pairs or groups.",Cooperative Learning Organization,metac_053; metac_054; metac_065
metac_090,Socratic Seminar,"## Description
A structured dialogue technique centered around a text, image, problem, or open question. The goal is not to win a debate, but to build understanding through questions, active listening, and argumentation.

## How it Works
1. The teacher selects a common resource: a text, case study, graphic, news item, or dilemma.

2. Students prepare beforehand with notes and questions.

3. During the seminar, they sit in a circle and engage in dialogue, adhering to rules of respect and active listening.

4. Contributions must be supported by evidence from the material or by clear reasoning.

5. At the end, a reflection is conducted on the content and the quality of the dialogue.

## Objectives
- Improve comprehension of complex texts or problems.

- Develop argumentation and active listening skills.

- Encourage open-ended questions and critical thinking.

## Example
In philosophy or biology, the group analyzes a text on bioethics. Students prepare questions and during the seminar they discuss what criteria should guide a scientific decision with social implications.","dialogue, argumentation, active listening, critical thinking, text","Critical Thinking and Metacognition, Communication and Creativity, Information Processing and Analysis",,"A structured dialogue technique focused on a text, image, problem, or dilemma. It helps to build understanding, formulate questions, listen actively, argue with evidence, and reflect on the quality of the dialogue.",Active Methodologies; Cooperative Learning Organization,metac_124; metac_042; metac_024
