ID,Technique,Description,Tags,Fields,Program,Abstract,Bloque,Relacionadas
metac_063,Mapa conceptual a cuatro bandas,"Al acabar un tema, como síntesis final, cada equipo puede elaborar un mapa conceptual o un esquema que resuma todo lo que se ha trabajado en clase sobre el tema en cuestión.

1. El maestro o la maestra guiará a los estudiantes a la hora de decidir entre todos qué apartados se tendrán que incluir en el mapa o esquema.
1. Dentro de cada equipo de base se repartirán las diferentes partes del mapa o esquema entre los componentes del equipo, de manera que cada estudiante tendrá que traer pensado de su casa (o hará en clase de forma individual o por parejas) la parte que le ha tocado.
1. Después pondrán en común la parte que ha preparado cada uno, repasarán la coherencia del mapa o del esquema que resulte y, si es necesario, lo retocarán antes de darlo por bueno y realizar una copia para cada uno, que os servirá como material de estudio.

Fuente: Pujolàs, P. & Lago, J. R. (2011). El programa CA/AC (“cooperar para aprender/aprender a cooperar”) para enseñar a aprender en equipo Implementación del aprendizaje cooperativo en el aula.

---

**Explicación de la técnica:**



## Ejemplo

Al terminar una unidad sobre el sistema nervioso, el profesor acuerda con la clase los apartados principales del mapa conceptual: neuronas, sistema nervioso central, sistema nervioso periférico, actos reflejos y coordinación.

En cada equipo, un alumno prepara la parte sobre neuronas, otro la del sistema nervioso central, otro la del periférico y otro la de actos reflejos. Después, ponen en común sus partes y construyen un único mapa conceptual con conectores claros: “transmite”, “coordina”, “recibe información”, “responde a estímulos”. Antes de finalizarlo, revisan si las relaciones son correctas y si falta algún concepto importante.","mapa conceptual, síntesis, cooperación, organización de información, comunicación visual","Procesamiento y Análisis de la información, Construcción de conocimiento, Cohesión y Cooperación, Comunicación y Creatividad",BoardLive: Pizarra colaborativa|https://boardlive.github.io/,"Técnica en la que un equipo construye de forma cooperativa un mapa conceptual o esquema final. Sirve para organizar información, sintetizar contenidos, repartir responsabilidades y crear material de estudio compartido.",Organización del aprendizaje cooperativo,metac_033; metac_100; metac_004
metac_064,Matriz de problemas,"La técnica de la """"matriz de problemas"" "" se puede utilizar para ayudar a los estudiantes a identificar las diferentes soluciones posibles a un problema y valorar cuáles son las mejores opciones en función de sus posibles efectos o consecuencias. Así, se puede realizar una tabla con diferentes posibles soluciones a un problema en una de las columnas, y los posibles efectos o consecuencias de estas soluciones en otra columna, y después los estudiantes pueden comparar las diferentes opciones para decidir cuál es la mejor solución.

Se pueden seguir los siguientes pasos:

1. Identificar el problema o cuestión que se quiere resolver.

1. Realizar una lista de posibles soluciones al problema.

1. Realizar una lista de posibles efectos o consecuencias de cada solución.

1. Organizar las soluciones y las consecuencias en una tabla o matriz.

1. Comparar las diferentes opciones para determinar cuál es la mejor solución en función de los posibles efectos o consecuencias.
1. Justificar la decisión tomada con argumentos y ejemplos.

1. Realizar un seguimiento de cómo se ha implementado la solución escogida y evaluar los resultados obtenidos.

Ejemplo

Esta tabla recoge las ideas referentes a """"cómo mejorar el rendimiento escolar"" "":

| Solución | Efecto o consecuencia |
|---|---|
|Organizar mejor el tiempo	|Mejora la gestión del tiempo y la capacidad de concentración|
|Estudiar en grupos	|Mejora la comprensión y la resolución de dudas|
|Descansar suficiente	|Mejora la concentración y la memoria|
|Alimentarse saludablemente	|Mejora la concentración y la memoria|
|Fijar objetivos	|Mejora la motivación y la concentración|
|Eliminar distracciones	|Mejora la concentración|

Con esta matriz, se pueden comparar las diferentes soluciones y valorar cuáles son las mejores opciones en función de sus posibles efectos o consecuencias.","matriz, resolución de problemas, toma de decisiones, consecuencias, análisis","Resolución de problemas y Retos, Procesamiento y Análisis de la información",,"Técnica que organiza posibles soluciones y consecuencias en una tabla o matriz. Sirve para analizar alternativas, comparar efectos, tomar decisiones justificadas y trabajar la resolución de problemas de forma ordenada.",Metodologías activas,metac_046; metac_113; metac_086
metac_065,Me gusta / No me gusta,"Esta técnica permite el conocimiento del grupo.

Trazar una línea imaginaria en la clase y solicitar a los participantes que se pongan de pie a uno de los lados de la misma (supongamos, a la izquierda). Quien coordine pedirá a los que les guste algo (por ejemplo, bailar) que se pongan al otro lado. Tendrá que ir diciendo cosas que les pueden gustar o no (algunas a la mayoría y otras a unos pocos), por ejemplo si les gusta cantar, ir al dentista, etc.

De esta forma habrá veces que unos estarán con la mayoría del grupo, pero otras veces no.

Una vez realizado, invitará a los participantes que acuerden con aquel que también pasen hacia ese lado, y ofrecerá la posibilidad de acercarse a la línea, pero sin cruzarla, a los que acuerden en parte.

Después compartimos y ponemos en
común la dinámica:

- ¿Cómo me siento manifestando mis sentimientos?
- ¿A veces podemos ver que otras personas se sienten como nosotros?
- ¿Cómo nos hace sentir cuando vemos que otras personas sienten lo mismo?

Fuentes: 

- Dipsalut. (2016). Dinàmiques curtes de cohesió de grup i acceptació.
- Dinámicas grupales. (2021). Dinámica Me Gusta y No Me Gusta.

## Ejemplo

En una sesión de tutoría, el profesor traza una línea imaginaria en el aula. Dice frases como: “Me gusta trabajar en grupo”, “Me gusta hablar en público”, “Me cuesta pedir ayuda”, “Me gustan las actividades creativas” o “Prefiero tareas con instrucciones muy claras”.

El alumnado se desplaza a un lado u otro según esté de acuerdo o no; quienes están a medias se quedan cerca de la línea. Después, el grupo comenta qué ha descubierto: algunas personas comparten preferencias inesperadas y otras ven que no son las únicas con determinadas dificultades. La dinámica ayuda a conocer el grupo y a normalizar diferencias.","cohesión de grupo, expresión personal, empatía, participación","Cohesión y Cooperación, Comunicación y Creatividad",,"Dinámica en la que el alumnado se posiciona físicamente según gustos, preferencias u opiniones. Sirve para favorecer el conocimiento mutuo, expresar afinidades, aceptar diferencias y reforzar la cohesión del grupo.",Organización del aprendizaje cooperativo,metac_089; metac_002; metac_052
metac_066,Minute Paper (Papel de un minuto),"## Descripción
Técnica de evaluación formativa muy breve que permite recoger información rápida sobre lo que el alumnado ha comprendido y sobre las dudas que mantiene. Se puede utilizar al final de una explicación, de una actividad o de una sesión.

## Funcionamiento
1. El profesor reserva uno o dos minutos al final de la clase.
2. Los alumnos responden por escrito a una o dos preguntas.
3. El profesor revisa las respuestas para ajustar la siguiente sesión.
4. Si conviene, se comentan algunas respuestas de forma anónima.

## Preguntas posibles
- ¿Qué idea importante has aprendido hoy?
- ¿Qué punto te ha quedado menos claro?
- ¿Qué ejemplo podrías poner de lo trabajado?
- ¿Qué pregunta harías para comprobar si alguien lo ha entendido?

## Ejemplo
Después de trabajar la mitosis, los alumnos escriben en una tarjeta la diferencia más importante entre mitosis y meiosis y una duda que todavía tengan.","evaluación formativa, dudas, síntesis, feedback, metacognición","Evaluación Formativa y Feedback, Pensamiento Crítico y Metacognición",Tickets de salida|https://jjdeharo.github.io/directo/ticket.html,"Técnica breve de evaluación formativa en la que el alumnado responde una o dos preguntas al final de una actividad. Sirve para detectar comprensión, recoger dudas y ajustar la siguiente sesión.",Metodologías activas,metac_096; metac_067; metac_037
metac_067,Muddiest Point (El punto más confuso),"## Descripción
Técnica de evaluación formativa centrada en identificar el aspecto que ha resultado más difícil o confuso para el alumnado. Es útil para ajustar explicaciones, preparar actividades de refuerzo o detectar errores conceptuales.

## Funcionamiento
1. Al final de una explicación o actividad, el profesor pregunta: **¿qué ha sido lo más confuso de lo trabajado hoy?**
2. Cada alumno responde de forma breve y concreta.
3. El profesor agrupa las dudas por temas o tipos de dificultad.
4. En la siguiente sesión se aclaran los puntos más repetidos.

## Objetivos
- Hacer visibles las dificultades reales del alumnado.
- Favorecer la autorregulación del aprendizaje.
- Ajustar la enseñanza a partir de evidencias rápidas.

## Ejemplo
Después de explicar las funciones exponenciales, varios alumnos indican que el punto más confuso ha sido interpretar el significado de la base. El profesor prepara una actividad corta con gráficas comparadas.","dudas, dificultades, evaluación formativa, feedback, comprensión","Evaluación Formativa y Feedback, Pensamiento Crítico y Metacognición",Tickets de salida|https://jjdeharo.github.io/directo/ticket.html,"Técnica de evaluación formativa centrada en identificar el punto más confuso de una explicación o actividad. Sirve para hacer visibles dificultades, preparar aclaraciones y ajustar la enseñanza a necesidades reales.",Metodologías activas,metac_066; metac_036; metac_037
metac_068,Números iguales juntos (Cabezas juntas numeradas),"TAMAÑO DEL EQUIPO: Equipos base.

OBJETIVOS: Activar conocimientos previos, responder preguntas, actividades y problemas, promover la ayuda y el apoyo entre alumnos, repasar aquello que aprenden, compartir y consensuar opiniones y evaluar los aprendizajes.

PASOS: 

1. El maestro/a asigna una tarea a los equipos y sus miembros deciden cómo tienen que resolverla, la hacen y se aseguran de que todo el mundo sabe hacerla.
1. Transcurrido el tiempo previsto, el maestro/a escoge al azar un número del 1 al 4. Los/las que tengan este número en cada equipo tienen que salir delante de los demás a realizar la tarea.
1. Los/las que la saben hacer reciben algún tipo de recompensa (elogio, aplauso, punto para su equipo...).

OBSERVACIONES Y CONSEJOS PRÁCTICOS:

La tarea se puede realizar de forma oral o por escrito. A diferencia de la estructura “el número” en esta todos los equipos tienen la oportunidad de obtener una recompensa.

Fuente Pérez, M. (2015). Dinámicas cooperativas.

---

**Explicación de la técnica:**



## Ejemplo

En matemáticas, el profesor entrega a cada equipo cuatro ejercicios de proporcionalidad. Cada alumno tiene un número del 1 al 4. El equipo resuelve los ejercicios y se asegura de que todos entienden el procedimiento: identificar magnitudes, comprobar si la relación es directa o inversa y justificar el cálculo.

Cuando termina el tiempo, el profesor dice un número al azar, por ejemplo el 3. Todos los alumnos con ese número salen o responden en nombre de su equipo. Como no saben quién será elegido, el equipo tiene que ayudar a todos sus miembros a comprender la tarea, no solo a obtener una respuesta rápida.","responsabilidad individual, cooperación, evaluación formativa, repaso, participación","Activación de conocimientos previos, Resolución de problemas y Retos, Evaluación Formativa y Feedback, Cohesión y Cooperación",,"Estructura cooperativa en la que todos los miembros preparan una tarea y uno es elegido al azar para responder. Sirve para reforzar la responsabilidad individual, la ayuda mutua, el repaso y la evaluación formativa.",Organización del aprendizaje cooperativo,metac_098; metac_056; metac_092
metac_069,"Palabra, idea, frase","Una rutina cooperativa para capturar la esencia y explorar el significado de un texto desde una gran variedad de puntos de vista.

## Finalidad: ¿Qué tipo de pensamiento fomenta esta rutina?
Esta rutina se utiliza para capturar la esencia de una lectura y también para identificar temas.

## Aplicación: ¿Dónde y cuándo podemos utilizar esta rutina?
Se utiliza mejor con textos cortos, como un capítulo o artículo. El potencial de esta rutina radica en la justificación, por escrito o en debate, de los aspectos destacados. A través del debate o puesta en común posterior, ya sea en pequeños grupos o como clase, los alumnos empezarán a identificar los temas, las implicaciones y las predicciones que llevan a una comprensión más profunda del texto.

## Método: ¿Cómo podemos utilizar esta rutina?
Se les dan a los alumnos las siguientes instrucciones:

1. Individualmente, repasa el texto que has leído y selecciona.
 (5 minutos):
   1. Una palabra que os haya captado la atención.
   1. Una idea (puede ser una combinación de palabras) que os haya provocado, comprometido, que sea significativa para ti.
   1. Una frase que os haya ayudado a entender el texto.

1. En grupo, comparte la palabra, la idea y la frase que has escrito y explica por qué la has elegido. Un miembro del grupo escribe lo que los demás van diciendo.
(10 minutos).

1. Mira las respuestas del grupo. Considera: 
(15 minutos)
   1. ¿Qué temas hay en común?
   1. A partir de las respuestas del grupo, ¿qué implicaciones, interpretaciones o predicciones podéis sacar del texto?
   1. ¿Qué aspectos del texto se han olvidado en la discusión del grupo? ¿Qué os lleva a pensar esto?

1. Cada miembro del grupo reflexiona brevemente sobre su nueva comprensión y cómo la rutina ha contribuido a ella.
(5 minutos).





| ***PALABRA*** | ***IDEA*** | ***FRASE*** |
|*¿Qué palabra te ha captado la atención?* |*¿Qué idea es significativa para ti?* |*¿Qué flash te ha ayudado a entender mejor la exposición / texto?* |
---
***TEMES**:

¿Qué temas hay en común? 



*

---
***IMPLICACIONS**:
 ¿Qué implicaciones, interpretaciones o predicciones podéis sacar del texto? 



*

---
***ASPECTOS OLVIDADOS**: 
¿Qué aspectos del texto se han olvidado en la discusión del grupo? ¿Qué os lleva a pensar esto? * 





---

## Ejemplo

Después de leer un artículo breve sobre el uso de inteligencia artificial en educación, cada alumno selecciona una palabra, una idea y una frase. Una palabra podría ser “personalización”; una idea, “la IA puede ayudar a adaptar actividades, pero no sustituye el criterio docente”; y una frase, “la tecnología amplía posibilidades cuando se integra con intención pedagógica”.

En pequeños grupos, comparten sus elecciones y justifican por qué las han elegido. Después buscan temas comunes, como autonomía, evaluación, ayuda personalizada o riesgos de dependencia. La rutina permite pasar de una lectura individual a una comprensión compartida del texto.","lectura, síntesis, interpretación, discusión, reflexión","Rutinas de pensamiento, Procesamiento y Análisis de la información, Pensamiento Crítico y Metacognición, Evaluación Formativa y Feedback, Cohesión y Cooperación, Comunicación y Creatividad",Nube de palabras|https://jjdeharo.github.io/directo/nube.html,"Rutina en la que el alumnado selecciona una palabra, una idea y una frase significativas de un texto. Sirve para captar la esencia, compartir interpretaciones, detectar temas comunes y mejorar la comprensión lectora.",Metodologías activas,metac_057; metac_097; metac_004
metac_070,Parada de tres minutos,"Equipos base.

OBJETIVOS: Detectar comprensión sobre lo que se ha trabajado, compartir y consensuar opiniones, elaborar síntesis.

PASOS: 

1. Cuando el profesor está realizando una explicación a todo el grupo, de vez en cuando realiza una parada de 3 minutos para que cada equipo de base piense y reflexione sobre lo que les ha explicado hasta entonces, y elaboren tres preguntas, que tendrán que plantear después, sobre el tema en cuestión. 
1. Pasados los 3 minutos cada equipo plantea una de las tres preguntas pensadas (una por equipo en cada vuelta). Si la pregunta es parecida o igual a otra ya planteada, se la saltan.
1. Una vez planteadas todas las preguntas el profesor prosigue la explicación hasta nueva parada.
OBSERVACIONES Y CONSEJOS PRÁCTICOS:
Se puede hacer de forma oral o por escrito.
Es muy útil para detectar lo que los alumnos han ido asimilando sobre lo que nosotros hemos ido explicando. Nos da una *retroalimentación* muy interesante a nosotros como docentes, a la vez que nos permite detectar los errores cognitivos subyacentes en los diferentes grupos.
Se puede cambiar la elaboración de las tres preguntas por la escritura de tres oraciones que reflejen lo más importante de lo que se ha explicado con anterioridad.
Podemos combinar esta estructura con la estructura 1 - 2 - 4, de manera que nos garanticemos la participación igualitaria de todos los miembros del equipo base.
La resolución de la tarea por parte de los equipos puede ir acompañada de una recompensa del grupo y del profesor, en forma de elogio, buena nota, etc.

Fuente: Pérez, M. (2015). Dinámicas cooperativas.

## Ejemplo

Durante una explicación sobre la respiración celular, el profesor se detiene después de explicar la glucosa, el oxígeno y la producción de energía. Cada equipo dispone de tres minutos para formular tres preguntas. Un equipo escribe: “¿Por qué se necesita oxígeno?”, “¿Qué diferencia hay entre respiración celular y respiración pulmonar?” y “¿Dónde ocurre este proceso?”.

Después, cada equipo plantea una pregunta. El profesor detecta que varias dudas se centran en confundir intercambio de gases con respiración celular, así que aclara esa diferencia antes de continuar. La pausa permite ajustar la explicación mientras el aprendizaje todavía está en proceso.","preguntas, comprensión, evaluación formativa, síntesis, feedback","Evaluación Formativa y Feedback, Procesamiento y Análisis de la información",,"Estructura en la que el profesor interrumpe la explicación para que los equipos formulen preguntas o síntesis. Sirve para comprobar comprensión, activar la reflexión y ajustar la enseñanza durante la sesión.",Organización del aprendizaje cooperativo,metac_018; metac_039; metac_066
metac_071,Parejas de detectives,"1. Cuando iniciéis una unidad didáctica, plantead una pregunta o cuestión compleja, que despierte el interés y la curiosidad de los alumnos sobre el tema a tratar.

1. Los alumnos reflexionan sobre la cuestión e intentan establecer dos vías diferentes de dar respuesta a ella.

1. Los alumnos se reúnen en parejas para contrastar sus hipótesis. El alumno A pregunta al compañero: ¿ cuáles son tus hipótesis? A anota las propuestas. Se invierten los roles. En esta fase, no está permitido realizar correcciones ni debatir. Se trata de estimular la especulación.

1. Las parejas discuten las hipótesis y consensúan una.

1. El profesor realiza una puesta en común en gran grupo. En esta fase debe:

   1. Evitar los comentarios y aceptar todas las hipótesis.

   1. Anotar las propuestas en la pizarra.

   1. Crear un clima de curiosidad y suspenso.

1. El profesor, con la ayuda de la clase, valora las diferentes hipótesis y elige todas aquellas que sirven para resolver el problema. A continuación:

   1. valora la capacidad de los alumnos para generar vías de solución, por encima de la corrección; y

   1. hace darse cuenta a los alumnos de que se pueden articular formas diferentes para resolver un problema.

1. Finalmente, el docente empieza a explicar la unidad didáctica partiendo de la pregunta planteada y de las soluciones elegidas.

Fuente: CRA Los Olivos. (2017). Técnicas de aprendizaje cooperativo","hipótesis, conocimientos previos, parejas, resolución de problemas, curiosidad","Construcción de conocimiento, Resolución de problemas y Retos, Evaluación Formativa y Feedback, Cohesión y Cooperación, Comunicación y Creatividad",,"Técnica en la que el alumnado formula hipótesis iniciales ante una pregunta compleja y las contrasta en parejas. Sirve para despertar curiosidad, activar conocimientos previos y mostrar que un problema puede admitir distintas vías.",Organización del aprendizaje cooperativo,metac_045; metac_095; metac_008
metac_072,Parejas de discusión,"Objetivos:

- Activar conocimientos previos.
- Generar diversas respuestas.
- Fomentar el diálogo, la controversia y el consenso.


Desarrollo

1. El profesor plantea una serie de preguntas que se responderán a lo largo de la sesión.
1. Los alumnos se agrupan en parejas.
1. El profesor pide al azar algunas respuestas de las parejas.

Fuente: CRA Los Olivos. (2017). Técnicas de aprendizaje cooperativo.

## Ejemplo

En una clase de educación digital, el profesor plantea varias preguntas sobre el uso de redes sociales: “¿Qué ventajas tiene compartir contenidos en línea?”, “¿Qué riesgos puede haber al publicar información personal?” y “¿Qué normas básicas deberíamos seguir para comunicarnos con respeto?”.

Cada pareja comenta las preguntas durante unos minutos y anota dos ideas consensuadas. Después, el profesor pide al azar la respuesta de algunas parejas y construye en la pizarra una lista común de recomendaciones. La técnica permite activar experiencias previas y convertirlas en criterios compartidos de uso responsable.","conocimientos previos, parejas, diálogo, consenso, participación","Activación de conocimientos previos, Cohesión y Cooperación, Comunicación y Creatividad",,"Técnica en la que el alumnado responde preguntas por parejas durante una sesión. Sirve para activar conocimientos previos, fomentar diálogo, generar respuestas diversas y favorecer la participación antes de la puesta en común.",Organización del aprendizaje cooperativo,metac_025; metac_095; metac_084
metac_073,Peer Instruction (Instrucción entre iguales),"## Descripción
Técnica desarrollada por Eric Mazur en la que el alumnado responde primero de forma individual a una pregunta conceptual y después discute la respuesta con sus compañeros. Es especialmente adecuada para detectar ideas erróneas y mejorar la comprensión de conceptos difíciles.

## Funcionamiento
1. El profesor plantea una pregunta conceptual con varias opciones de respuesta.
2. Cada alumno responde de forma individual.
3. Si hay diversidad de respuestas, los alumnos discuten en parejas o pequeños grupos.
4. Se vuelve a responder la misma pregunta.
5. El profesor comenta los resultados y aclara los conceptos necesarios.

## Objetivos
- Detectar concepciones alternativas.
- Promover la argumentación basada en razones.
- Mejorar la comprensión conceptual mediante la explicación entre iguales.

## Ejemplo
En matemáticas, el profesor plantea una pregunta sobre probabilidad condicionada con cuatro opciones. Tras la primera respuesta individual, los alumnos comparan argumentos con un compañero y vuelven a votar antes de comentar la solución.","preguntas conceptuales, discusión, comprensión, feedback, enseñanza entre iguales","Evaluación Formativa y Feedback, Pensamiento Crítico y Metacognición, Procesamiento y Análisis de la información",Votación simple|https://jjdeharo.github.io/directo/vota.html,"Técnica en la que el alumnado responde individualmente a una pregunta conceptual y luego discute con sus iguales. Sirve para detectar ideas erróneas, mejorar la comprensión y reforzar la argumentación entre compañeros.",Organización del aprendizaje cooperativo,metac_095; metac_068; metac_096
metac_074,Pensaba... ahora pienso,"Esta rutina es especialmente útil para que el alumnado reflexione sobre lo que ha aprendido y tome conciencia de su propio aprendizaje a través de los cambios en sus ideas.

Después de trabajar unos contenidos concretos, cada estudiante compara lo que pensaba al inicio con lo que piensa ahora, prestando atención a qué experiencia, explicación, actividad o diálogo le ha ayudado a cambiar su comprensión.

## Organización

La rutina puede organizarse con una tabla sencilla:

| Antes pensaba… | Ahora pienso… |
|---|---|
| Escribo qué creía, sabía o suponía al inicio. | Escribo qué pienso ahora y qué ha cambiado en mi comprensión. |
| Puedo incluir dudas, ideas previas o explicaciones incompletas. | Puedo explicar qué actividad, ejemplo, debate o información me ha ayudado a cambiar. |

Después, las respuestas pueden compartirse en parejas, en pequeño grupo o con toda la clase. También pueden utilizarse para elaborar un mural, iniciar un debate o revisar de forma colectiva cómo ha evolucionado la comprensión del tema.

## Ejemplo

En una clase de ciencias sobre la fotosíntesis, el profesor pide al alumnado que complete la primera columna antes de trabajar el tema. Algunas respuestas iniciales pueden ser: “Pensaba que las plantas se alimentaban de la tierra” o “Pensaba que la luz solo servía para que crecieran”.

Después de observar un esquema, analizar un experimento sencillo y comentar el papel de la luz, el agua, el dióxido de carbono y la clorofila, el alumnado completa la segunda columna. Una respuesta final podría ser: “Ahora pienso que las plantas fabrican su propio alimento mediante la fotosíntesis y que la tierra no es su alimento, aunque les aporta agua y sales minerales”.

El docente puede cerrar la actividad pidiendo que cada estudiante señale qué idea ha cambiado y qué evidencia o explicación le ha ayudado a cambiarla.","cambio conceptual, metacognición, reflexión, conocimientos previos","Rutinas de pensamiento, Pensamiento Crítico y Metacognición, Activación de conocimientos previos",,"Rutina en la que el alumnado compara lo que pensaba antes con lo que piensa ahora. Sirve para tomar conciencia del cambio conceptual, desarrollar metacognición y reflexionar sobre cómo ha evolucionado la comprensión.",Metodologías activas,metac_081; metac_040; metac_051
metac_075,"Pienso, me interesa, investigo","Una rutina para conectar nuevas ideas con conocimientos previos

## Finalidad: ¿Qué tipo de pensamiento fomenta esta rutina?
Esta rutina ayuda a los alumnos a relacionar el tema con el conocimiento previo, estimula la curiosidad y establece las bases para la investigación autónoma.

## Aplicación: ¿Dónde y cuándo podemos utilizar esta rutina?
Se suele utilizar esta rutina al empezar un tema o cuando se quiere que los alumnos desarrollen sus preguntas de investigación.

## Método: ¿Cómo podemos utilizar esta rutina?
Es conveniente empezar dejando a los alumnos unos momentos para reflexionar sobre el tema que hay que tratar. Después, con toda la clase o en grupos, se realiza una lluvia de ideas sobre las tres preguntas. Es importante dejar un tiempo entre una pregunta y la siguiente para que puedan pensar y organizar vuestras ideas.

Al principio es conveniente pedir a los alumnos que anoten las ideas antes de ponerlas en común. Después de compartir las ideas sobre """"Pienso"" "" y """"Me interesa"" "", se vuelve a la pregunta de investigación para comentar posibles estrategias para investigar las preguntas seleccionadas.

Muchas veces los alumnos tienen concepciones erróneas sobre un tema en este momento. Se añaden a la lista para que se puedan examinar posteriormente. Las ideas sencillas y superficiales que aparecen al principio también se tienen que incluir, pero es importante motivar a los alumnos a profundizar y pensar en cuestiones que realmente les interesen.

Rutina en PDF

---
## Ejemplo
Profesor: Hoy estudiaremos el tema de la conservación de la energía. Antes de empezar, quiero que os toméis unos minutos para reflexionar sobre este tema y escribáis las ideas que os vengan a la cabeza sobre qué pensáis que es la conservación de la energía.

Después de 5 minutos, el profesor pide a los alumnos que compartan sus ideas sobre """"Pienso"" "". Algunas de las ideas que los alumnos comparten son:

- """"Pienso que la conservación de la energía es importante porque nos ayuda a ahorrar dinero"" ""
- """"Pienso que la conservación de la energía es importante para proteger el medio ambiente"" ""
- """"Pienso que la conservación de la energía es importante para ayudar a no agotar las fuentes de energía que tenemos"" ""

Después de compartir las ideas sobre """"Pienso"" "", el profesor pide a los alumnos que compartan las ideas que han tenido sobre qué les interesa del tema. Algunas de las ideas que los alumnos comparten son:

- """"Me interesa saber cómo podemos ahorrar energía en nuestra casa"" ""
- """"Me interesa conocer las diferentes fuentes de energía que existen y cómo funcionan"" ""
- """"Me interesa aprender más sobre los impactos ambientales de las diferentes fuentes de energía"" ""

Finalmente, el profesor pide a los alumnos que compartan las ideas que han tenido sobre cómo investigar sobre el tema de la conservación de la energía. Algunas de las ideas que los alumnos comparten son:

- """"Podríamos buscar información en internet sobre cómo ahorrar energía en nuestra casa"" ""
- """"Podríamos hacer una entrevista con un experto en fuentes de energía para obtener más información"" ""
- """"Podríamos hacer un experimento para ver cómo afecta el consumo de energía en diferentes situaciones"" ""

Después de compartir las ideas sobre """"Investigo"" "", el profesor guía a los alumnos en la selección de una o más preguntas de investigación para investigar durante el resto de la unidad.","conocimientos previos, curiosidad, investigación, preguntas, metacognición","Rutinas de pensamiento, Activación de conocimientos previos, Procesamiento y Análisis de la información, Construcción de conocimiento, Pensamiento Crítico y Metacognición, Cohesión y Cooperación",,"Rutina para iniciar un tema conectando ideas previas, intereses y posibles investigaciones. Sirve para estimular la curiosidad, formular preguntas de trabajo y orientar una investigación autónoma o guiada.",Metodologías activas,metac_051; metac_008; metac_012
metac_076,Placemat consensus,"Esta técnica es muy sencilla de aplicar. Con esta técnica se puede alentar a los alumnos a resolver situaciones o problemas con los que nunca se han enfrentado.

1. Se hace una pregunta a los alumnos y cada uno escribe la respuesta.
1. Entonces los miembros del equipo ponen sus respuestas en común y anotan solo aquellas a las que han llegado a un consenso.
1. El profesor pregunta al portavoz cómo han llegado a este consenso y cuál es, también si han cometido errores.

Adaptado de: Colegio Ártica. (2018). Construimos nuestro propio aprendizaje.

## Ejemplo

En una asignatura de economía, el profesor plantea la pregunta: “¿Cómo podríamos organizar una feria de intercambio en el centro con un presupuesto limitado?”. Cada alumno escribe primero sus propuestas en una zona individual del mantel: intercambio de libros usados, taller de manualidades, pequeño concierto, campaña de difusión o recogida de materiales reutilizables.

Después, el equipo comparte las ideas y solo escribe en el centro aquellas en las que todos están de acuerdo. Finalmente, el portavoz explica qué propuestas han consensuado y qué criterios han usado: coste, facilidad de organización, participación del alumnado e impacto esperado. La técnica ayuda a pasar de ideas individuales a una decisión colectiva razonada.","consenso, cooperación, resolución de problemas, toma de decisiones, argumentación","Resolución de problemas y Retos, Cohesión y Cooperación",,"Técnica en la que cada miembro escribe una respuesta y el equipo consensúa una solución común. Sirve para promover participación individual, debate, consenso y resolución cooperativa de problemas.",Organización del aprendizaje cooperativo,metac_003; metac_056; metac_091
metac_077,Portfolio (dosier de aprendizaje),"El dosier de aprendizaje (portfolio, eportfolio o dosier digital) es una colección digital personal de información que describe e ilustra el aprendizaje de una persona, la experiencia profesional y sus metas aportando evidencias del aprendizaje y reflexiones sobre estas.

Las evidencias pueden incluir muestras de escritos, fotos, vídeos, trabajos de investigación, observaciones de profesorado y compañeros, y/o reflexiones.** El aspecto fundamental de un portfolio es la reflexión sobre las evidencias**, por qué se han seleccionado y qué se ha aprendido del proceso de desarrollar el dosier de aprendizaje (Guilana, S., 2009).

La estructura del dosier de aprendizaje debe quedar bien definida por el profesorado, de forma que los alumnos sepan con precisión lo que se espera de ellos. Una posible estructura podría ser:

1. **Portada**: refleja de forma creativa el trabajo.
1. **Introducción**: explicación del contexto y presentación del trabajo.
1. **Documents**: evidencias del trabajo con comentarios.
1. **Autoavaluación**: reflexión sobre el proceso.

Adaptado de: Liarte, R. (2015). El portfolio como herramienta de evaluación.

## Ejemplo

En una materia de lengua y literatura, el alumnado elabora un portfolio digital durante el trimestre. Incluye una primera versión de un relato, la versión corregida, una grabación de una lectura oral, una reseña de un libro y una reflexión final sobre su progreso.

En cada evidencia, el alumno explica por qué la ha incluido, qué dificultad muestra, qué mejora se observa y qué objetivo se propone para la siguiente tarea. El docente no valora solo los productos finales, sino también la capacidad del alumno para seleccionar evidencias y reflexionar sobre su aprendizaje.","portfolio, evidencias, reflexión, autoevaluación, seguimiento","Evaluación Formativa y Feedback, Pensamiento Crítico y Metacognición",,"Herramienta de recopilación de evidencias, producciones y reflexiones del aprendizaje. Sirve para documentar el proceso, seleccionar trabajos significativos, justificar aprendizajes y favorecer autoevaluación y seguimiento.",Marcos educativos; Metodologías activas,metac_030; metac_122; metac_106
